ID,YEAR,MONTH,TIME,Urea_Price,MP_Price,TSP_Price,Maize_Price,Rice_Price,Wheat_Price,Food_Price_Index,Energy_Price_Index,VIX_Index
293,2016,May,16-May,198.4,301.5,295,169,433,157.6,92.5,56.8,14.9
294,2016,Jun,16-Jun,142.6,301.5,285,179.9,441,156.7,96.8,59.8,17.8
295,2016,Jul,16-Jul,181,282.5,281,161.8,442,133.7,93.3,56.6,13.2
296,2016,Aug,16-Aug,186.3,206.5,281.3,150.2,415,127.9,91.6,57.4,12.4
297,2016,Sep,16-Sep,187.3,206.5,287,148.4,384,123.3,90.5,58.2,14.2
298,2016,Oct,16-Oct,187.5,206.5,285,152.3,369,122.6,89.4,64.3,14.6
299,2016,Nov,16-Nov,205,206.5,285,151.8,365,122.6,89.9,60,15.2
300,2016,Dec,16-Dec,217.8,206.5,277.5,152.5,373,122.9,90.3,68.5,12.5
301,2017,Jan,17-Jan,233.8,206.5,270,160,377,137.2,92.1,69.3,11.6
302,2017,Feb,17-Feb,191.9,301.5,278.8,162.9,367,147.4,91.7,69.3,11.5
303,2017,Mar,17-Mar,223.5,206.5,288,159,370,146.4,90.4,65.2,11.9
304,2017,Apr,17-Apr,207.9,206.5,285,156.4,380,138.4,89.4,67,13.1
305,2017,May,17-May,178.8,206.5,275,158.6,421,146.4,91.8,64.2,10.9
306,2017,Jun,17-Jun,191,206.5,275,157.9,458,157.3,91.5,60.2,10.5
307,2017,Jul,17-Jul,181,207.3,275.8,157.5,417,174.5,91.7,62.2,10.3
308,2017,Aug,17-Aug,192.6,215.5,280.5,148.5,393,139.1,88.5,65.3,12
309,2017,Sep,17-Sep,219,215.5,283.2,147.3,402,138.4,89.2,68.8,10.4
310,2017,Oct,17-Oct,252.5,215.5,283.5,148.6,394,133.3,88.6,70.9,10.1
311,2017,Nov,17-Nov,280,215.5,295,148.7,402,138.1,89.2,76.6,10.5
312,2017,Dec,17-Dec,214.6,215.5,308.8,149,406,147.1,88.2,78.1,10.3
313,2018,Jan,18-Jan,219.6,215.5,320,155.8,442,156.4,90.6,85,11.1
314,2018,Feb,18-Feb,232.5,215.5,320,163.4,425,172.3,92.9,80.5,22.5
315,2018,Mar,18-Mar,232.5,215.5,324,172,430,180.9,94,80.9,19
316,2018,Apr,18-Apr,230.6,215.5,325,175.6,451,180.4,96.1,85.9,18.3
317,2018,May,18-May,221.9,215.5,326,179.1,451,192.7,96.8,91.8,14.1
318,2018,Jun,18-Jun,224,215.5,335.2,165.1,427,193.1,93.4,90.8,13.7
319,2018,Jul,18-Jul,252.5,215.5,344.3,156.5,398,196.8,90,91.7,13.2
320,2018,Aug,18-Aug,260,215.5,357.6,162.4,405,211.3,88.7,90.4,12.6
321,2018,Sep,18-Sep,267.5,215.5,376.3,154.8,405,191.1,85.6,95.6,12.9
322,2018,Oct,18-Oct,270,215.5,385,160.3,409,188.5,86.4,96.9,19.4
323,2018,Nov,18-Nov,305.6,215.5,379.2,160.7,401,181.6,84.8,81.9,19.4
324,2018,Dec,18-Dec,276.7,215.5,368.3,167.4,404,188.5,86.1,72.7,25
325,2019,Jan,19-Jan,260,215.5,355,166.7,410,188.8,87,73.8,19.6
326,2019,Feb,19-Feb,250.6,215.5,343.8,169.5,408,177.9,87.5,77.4,15.2
327,2019,Mar,19-Mar,247.5,245.5,321,166.2,406,164.5,86.2,79.9,14.5
328,2019,Apr,19-Apr,247.5,265.5,310,161.5,413,159,86,84.2,13
329,2019,May,19-May,247.5,265.5,305,171.1,409,158.3,85,81.8,16.7
330,2019,Jun,19-Jun,247.5,265.5,293.8,195.1,420,174.7,88.1,73,15.8
331,2019,Jul,19-Jul,263.5,265.5,283.8,189.4,416,163.9,86.9,74.8,13.3
332,2019,Aug,19-Aug,262.5,265.5,275,163.6,430,149.4,84.7,70.4,19
333,2019,Sep,19-Sep,237.8,265.5,270,157.3,427,146.6,84.2,73.6,15.6
334,2019,Oct,19-Oct,237,265.5,270,167.2,424,153.2,86.3,70.8,15.5
335,2019,Nov,19-Nov,224.5,265.5,264,166.3,421,157.5,89.9,74.6,12.5
336,2019,Dec,19-Dec,217.5,265.5,243.3,167,432,165.3,92.1,76.9,13.8
337,2020,Jan,20-Jan,215.4,245,239,171.8,451,178.2,94.5,74.4,13.9
338,2020,Feb,20-Feb,214.4,245,245,168.7,450,172.2,90.5,65,19.6
339,2020,Mar,20-Mar,231.1,245,245,162.4,494,170.9,88,42.1,57.7
340,2020,Apr,20-Apr,235,245,245,146.9,564,179.8,85.6,29.4,41.5
341,2020,May,20-May,201.9,216,243,143.9,510,175,85.4,38.8,30.9
342,2020,Jun,20-Jun,202,202.5,240,148,520,169.7,88.3,48.3,31.1
343,2020,Jul,20-Jul,214.4,202.5,262.2,152.6,480,170.6,88.5,51.2,26.8
344,2020,Aug,20-Aug,249.5,202.5,276.3,149.3,505,174.2,90.7,53.8,22.9
345,2020,Sep,20-Sep,250.5,202.5,282.5,166.1,507,204.1,93.8,51,27.7
346,2020,Oct,20-Oct,245,202.5,290,186.8,471,203.4,96.9,51.3,29.4
347,2020,Nov,20-Nov,245,202.5,292.5,190.4,489,210.8,102.3,54.7,25
348,2020,Dec,20-Dec,245,202.5,320,198.8,520,217.3,105.8,62.9,22.4
349,2021,Jan,21-Jan,265,202.5,337.6,234.5,545,237.9,113.3,69.3,24.9
350,2021,Feb,21-Feb,335,202.5,453.8,245.2,557,240.8,115.2,79.3,23.1
351,2021,Mar,21-Mar,352.9,202.5,458,245.2,525,229.9,114.5,79.8,21.8
352,2021,Apr,21-Apr,328.1,202.5,478,268.2,495,239.9,119,79.4,17.4
353,2021,May,21-May,331.6,202.5,527.5,305.3,493,278.5,125.9,85.1,19.8
354,2021,Jun,21-Jun,393.3,202.5,550,292.6,466,238.8,122.5,93.2,17
355,2021,Jul,21-Jul,441.5,202.5,555,278.4,414,243.6,121.1,97.7,17.6
356,2021,Aug,21-Aug,446.9,221,555,256.6,403,274.9,121,95.6,17.5
